CNO,START,END,ORGAN,CANCER,CANCER_TYPE
2,83416423,83427850,kidney,carcinoma,clear_cell_renal_cell_carcinoma
2,83464754,83483933,ovary,carcinoma,serous_carcinoma
2,83596416,88820164,pancreas,carcinoma,NS
2,83619117,92275027,pancreas,carcinoma,NS
2,83751367,83763090,large_intestine,carcinoma,adenocarcinoma
2,83868380,85077097,breast,carcinoma,NS
2,83890071,83901389,pancreas,carcinoma,NS
2,83906076,88537343,pancreas,carcinoma,NS
2,83913808,84906723,pancreas,carcinoma,NS
2,83929118,85947760,ovary,carcinoma,serous_carcinoma
2,83955777,92275027,pancreas,carcinoma,NS
2,84227823,84370890,pancreas,carcinoma,NS
2,84248392,89125131,pancreas,carcinoma,NS
2,84248820,85381416,pancreas,carcinoma,NS
2,84249446,85040418,pancreas,carcinoma,NS
2,84302018,89125131,pancreas,carcinoma,NS
2,84310042,86383171,pancreas,carcinoma,NS
2,84347241,87172727,lung,carcinoma,squamous_cell_carcinoma
2,84732288,85890148,central_nervous_system,glioma,astrocytoma_Grade_IV
2,84906915,85115111,pancreas,carcinoma,NS
2,84908539,85762761,pancreas,carcinoma,NS
2,84936200,92275027,pancreas,carcinoma,NS
2,85041316,89125131,pancreas,carcinoma,NS
2,85095310,86423848,lung,carcinoma,squamous_cell_carcinoma
2,85117667,85381416,pancreas,carcinoma,NS
2,85122407,85997540,lung,carcinoma,squamous_cell_carcinoma
2,85381416,86297279,pancreas,carcinoma,NS
2,85381656,86317037,pancreas,carcinoma,NS
2,85510965,85545490,lung,carcinoma,adenocarcinoma
2,85522258,85798280,lung,carcinoma,adenocarcinoma
2,85546052,85565621,lung,carcinoma,adenocarcinoma
2,85769975,85911339,pancreas,carcinoma,NS
2,85894292,85960101,lung,carcinoma,adenocarcinoma
2,85912973,86063465,pancreas,carcinoma,NS
2,85998681,86183897,lung,carcinoma,squamous_cell_carcinoma
2,86063877,92275027,pancreas,carcinoma,NS
2,86079214,86175198,lung,carcinoma,squamous_cell_carcinoma
2,86175758,86395273,lung,carcinoma,squamous_cell_carcinoma
2,86188036,86738324,lung,carcinoma,squamous_cell_carcinoma
2,86299122,88570591,pancreas,carcinoma,NS
2,86320376,86655454,pancreas,carcinoma,NS
2,86357774,86538070,pancreas,carcinoma,NS
2,86395273,86414509,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,86395433,87477193,lung,carcinoma,squamous_cell_carcinoma
2,86398785,86413450,kidney,carcinoma,clear_cell_renal_cell_carcinoma
2,86426447,86584250,pancreas,carcinoma,NS
2,86660080,87003028,pancreas,carcinoma,NS
2,86736361,86736361,large_intestine,carcinoma,adenocarcinoma
2,86737893,87019284,large_intestine,carcinoma,adenocarcinoma
2,86737893,86872592,large_intestine,carcinoma,adenocarcinoma
2,86737893,86875062,endometrium,carcinoma,endometrioid_carcinoma
2,86824181,86875062,endometrium,carcinoma,endometrioid_carcinoma
2,87005812,90107940,pancreas,carcinoma,NS
2,88115658,88260515,pancreas,carcinoma,NS
2,88355735,88384084,pancreas,carcinoma,NS
2,88432981,88569836,pancreas,carcinoma,NS
2,88539371,89109747,pancreas,carcinoma,NS
2,88549952,92275027,pancreas,carcinoma,NS
2,88570635,92132894,pancreas,carcinoma,NS
2,88618519,88631270,large_intestine,carcinoma,adenocarcinoma
2,88739644,88810130,large_intestine,carcinoma,adenocarcinoma
2,88825965,100088562,pancreas,carcinoma,NS
2,88837444,92323159,pancreas,carcinoma,NS
2,89110855,92275027,pancreas,carcinoma,NS
2,89116398,89428094,lung,carcinoma,squamous_cell_carcinoma
2,89124238,92275027,pancreas,carcinoma,NS
2,89125131,92275027,pancreas,carcinoma,NS
2,89131265,92132894,pancreas,carcinoma,NS
2,89133124,90044863,breast,carcinoma,NS
2,89133124,89500473,large_intestine,carcinoma,adenocarcinoma
2,89248116,89630402,pancreas,carcinoma,NS
2,90001943,90262898,lung,carcinoma,squamous_cell_carcinoma
2,90023492,103016166,ovary,carcinoma,serous_carcinoma
2,90045248,92275027,pancreas,carcinoma,NS
2,90045248,92275027,pancreas,carcinoma,NS
2,90045248,92275027,pancreas,carcinoma,NS
2,90045248,92275027,pancreas,carcinoma,NS
2,90108778,92132894,pancreas,carcinoma,NS
2,90248497,90267121,lung,carcinoma,adenocarcinoma
2,91606374,92323159,pancreas,carcinoma,NS
2,91606374,92081640,pancreas,carcinoma,NS
2,91760890,91766584,lung,carcinoma,adenocarcinoma
2,91796684,95596578,large_intestine,carcinoma,adenocarcinoma
2,91929807,92132894,pancreas,carcinoma,NS
2,92102211,92323159,pancreas,carcinoma,NS
2,92285774,92323159,pancreas,carcinoma,NS
2,95327887,128190960,NS,NS,NS
2,95327887,96415242,ovary,carcinoma,serous_carcinoma
2,95327887,95810616,breast,carcinoma,NS
2,95327887,98330897,lung,carcinoma,adenocarcinoma
2,95339024,95542112,pancreas,carcinoma,NS
2,95341388,96378240,lung,carcinoma,adenocarcinoma
2,95418502,98858188,pancreas,carcinoma,NS
2,95418502,101396821,pancreas,carcinoma,NS
2,95418502,96779695,pancreas,carcinoma,NS
2,95439005,99235169,pancreas,carcinoma,NS
2,95439005,102292286,pancreas,carcinoma,NS
2,95439005,111536023,pancreas,carcinoma,NS
2,95439005,102887128,pancreas,carcinoma,NS
2,95439005,99260030,pancreas,carcinoma,NS
2,95439005,96813480,pancreas,carcinoma,NS
2,95439005,99546423,pancreas,carcinoma,NS
2,95439005,99406982,pancreas,carcinoma,NS
2,95479206,95519607,lung,carcinoma,adenocarcinoma
2,95577094,98461802,breast,carcinoma,NS
2,95977562,99128621,lung,carcinoma,squamous_cell_carcinoma
2,96380129,98286294,lung,carcinoma,adenocarcinoma
2,96669134,96737083,pancreas,carcinoma,NS
2,96780716,96795714,pancreas,carcinoma,NS
2,96814928,97578190,pancreas,carcinoma,NS
2,96866695,103116276,lung,carcinoma,squamous_cell_carcinoma
2,96914636,97117808,pancreas,carcinoma,NS
2,97220657,97410949,pancreas,carcinoma,NS
2,97308528,98118212,ovary,carcinoma,serous_carcinoma
2,97518495,97865413,lung,carcinoma,squamous_cell_carcinoma
2,97790279,97877173,breast,carcinoma,NS
2,97834120,97877173,breast,carcinoma,NS
2,97865593,98830207,lung,carcinoma,squamous_cell_carcinoma
2,98140747,98462658,ovary,carcinoma,serous_carcinoma
2,98155769,98240470,pancreas,carcinoma,NS
2,98286769,102937966,lung,carcinoma,adenocarcinoma
2,98317771,98834124,lung,carcinoma,adenocarcinoma
2,98331521,100576304,lung,carcinoma,adenocarcinoma
2,98403337,98516339,endometrium,carcinoma,endometrioid_carcinoma
2,98467028,98791191,ovary,carcinoma,serous_carcinoma
2,98467028,109737306,lung,carcinoma,squamous_cell_carcinoma
2,98575531,98736117,ovary,carcinoma,serous_carcinoma
2,98833243,98860196,lung,carcinoma,squamous_cell_carcinoma
2,98860361,99272476,lung,carcinoma,squamous_cell_carcinoma
2,98866775,99233894,pancreas,carcinoma,NS
2,99234789,99464275,pancreas,carcinoma,NS
2,99235561,99304794,pancreas,carcinoma,NS
2,99264217,109491290,pancreas,carcinoma,NS
2,99315067,102909277,pancreas,carcinoma,NS
2,99412654,102951335,pancreas,carcinoma,NS
2,99464383,99537806,pancreas,carcinoma,NS
2,99539374,100136462,pancreas,carcinoma,NS
2,99540101,99575967,kidney,carcinoma,clear_cell_renal_cell_carcinoma
2,99546709,109586437,pancreas,carcinoma,NS
2,99548333,99810055,pancreas,carcinoma,NS
2,99564428,100415147,ovary,carcinoma,serous_carcinoma
2,99564428,99577679,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,99569333,99674697,ovary,carcinoma,serous_carcinoma
2,99812070,100379253,pancreas,carcinoma,NS
2,100109251,114120785,pancreas,carcinoma,NS
2,100136806,100918220,pancreas,carcinoma,NS
2,100415234,100662166,ovary,carcinoma,serous_carcinoma
2,100581277,101539790,lung,carcinoma,adenocarcinoma
2,100651985,103848863,ovary,carcinoma,serous_carcinoma
2,100662865,100917942,ovary,carcinoma,serous_carcinoma
2,100700814,100744209,large_intestine,carcinoma,adenocarcinoma
2,100801867,100980379,lung,carcinoma,squamous_cell_carcinoma
2,100873975,101029002,pancreas,carcinoma,NS
2,100895081,100912394,large_intestine,carcinoma,adenocarcinoma
2,100918363,100954659,pancreas,carcinoma,NS
2,100955842,101025811,pancreas,carcinoma,NS
2,100976685,101456637,lung,carcinoma,squamous_cell_carcinoma
2,101026472,101756929,pancreas,carcinoma,NS
2,101031561,101041684,pancreas,carcinoma,NS
2,101031561,101054149,pancreas,carcinoma,NS
2,101065099,101086966,lung,carcinoma,adenocarcinoma
2,101088260,101096603,ovary,carcinoma,serous_carcinoma
2,101095463,101100231,endometrium,carcinoma,endometrioid_carcinoma
2,101304869,101322193,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,101312109,101322193,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,101312109,101323812,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,101312109,101335019,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,101312468,101343638,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,101312468,101324632,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,101312468,101324632,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,101312468,101333136,kidney,carcinoma,clear_cell_renal_cell_carcinoma
2,101335019,101342686,large_intestine,carcinoma,adenocarcinoma
2,101397933,109492907,pancreas,carcinoma,NS
2,101415781,101455912,large_intestine,carcinoma,adenocarcinoma
2,101417047,101450679,large_intestine,carcinoma,adenocarcinoma
2,101417970,101450679,large_intestine,carcinoma,adenocarcinoma
2,101417970,101455912,large_intestine,carcinoma,adenocarcinoma
2,101759350,102359923,pancreas,carcinoma,NS
2,102006527,102604649,pancreas,carcinoma,NS
2,102047205,102053363,lung,carcinoma,squamous_cell_carcinoma
2,102227530,102624947,urinary_tract,carcinoma,NS
2,102294890,102665259,pancreas,carcinoma,NS
2,102313935,102689031,pancreas,carcinoma,NS
2,102336865,102685411,pancreas,carcinoma,NS
2,102362333,102677765,pancreas,carcinoma,NS
2,102391845,103361496,ovary,carcinoma,serous_carcinoma
2,102462354,103266523,endometrium,carcinoma,endometrioid_carcinoma
2,102491034,102690578,ovary,carcinoma,serous_carcinoma
2,102565070,102770738,pancreas,carcinoma,NS
2,102598561,103149162,ovary,carcinoma,serous_carcinoma
2,102617452,102703103,breast,carcinoma,NS
2,102665552,105296110,pancreas,carcinoma,NS
2,102680601,104830013,pancreas,carcinoma,NS
2,102723017,102743180,ovary,carcinoma,serous_carcinoma
2,102728716,102735612,lung,carcinoma,squamous_cell_carcinoma
2,102737937,102785799,large_intestine,carcinoma,adenocarcinoma
2,102741718,102781824,large_intestine,carcinoma,adenocarcinoma
2,102742124,102771341,large_intestine,carcinoma,adenocarcinoma
2,102761767,105284461,ovary,carcinoma,serous_carcinoma
2,102862641,105510776,pancreas,carcinoma,NS
2,102888565,104976101,pancreas,carcinoma,NS
2,102888565,105296110,pancreas,carcinoma,NS
2,102895442,102968716,pancreas,carcinoma,NS
2,102905351,102968670,pancreas,carcinoma,NS
2,102905351,104950103,pancreas,carcinoma,NS
2,102912664,102968738,pancreas,carcinoma,NS
2,102951467,105291019,pancreas,carcinoma,NS
2,102952956,102997051,pancreas,carcinoma,NS
2,102968716,102971664,pancreas,carcinoma,NS
2,102968738,102972799,pancreas,carcinoma,NS
2,102971865,104976101,pancreas,carcinoma,NS
2,102974764,105455303,pancreas,carcinoma,NS
2,103011237,103018077,lung,carcinoma,adenocarcinoma
2,103115860,103123031,large_intestine,carcinoma,adenocarcinoma
2,103115915,103118881,large_intestine,carcinoma,adenocarcinoma
2,103115915,103119538,kidney,carcinoma,clear_cell_renal_cell_carcinoma
2,103116305,105784093,lung,carcinoma,squamous_cell_carcinoma
2,103123031,106762691,ovary,carcinoma,serous_carcinoma
2,103149182,103417229,ovary,carcinoma,serous_carcinoma
2,103213881,103357134,ovary,carcinoma,serous_carcinoma
2,103452102,105381050,lung,carcinoma,squamous_cell_carcinoma
2,103978203,104314952,pancreas,carcinoma,NS
2,104568940,104594246,breast,carcinoma,NS
2,104719185,104891441,pancreas,carcinoma,NS
2,104833190,106887870,pancreas,carcinoma,NS
2,105296110,109525530,pancreas,carcinoma,NS
2,105300588,105784318,pancreas,carcinoma,NS
2,105300588,107539301,pancreas,carcinoma,NS
2,105307173,105882179,ovary,carcinoma,serous_carcinoma
2,105432666,105481354,lung,carcinoma,adenocarcinoma
2,105464087,105481492,pancreas,carcinoma,NS
2,105464087,105486125,pancreas,carcinoma,NS
2,105495727,105711904,pancreas,carcinoma,NS
2,105690215,105711904,pancreas,carcinoma,NS
2,105699038,107164197,lung,carcinoma,adenocarcinoma
2,105716266,108545409,pancreas,carcinoma,NS
2,105728952,105802212,lung,carcinoma,adenocarcinoma
2,105784872,122207005,pancreas,carcinoma,NS
2,106102199,106149270,pancreas,carcinoma,NS
2,106160498,106172001,ovary,carcinoma,serous_carcinoma
2,106160606,106172001,kidney,carcinoma,clear_cell_renal_cell_carcinoma
2,106208818,106986265,ovary,carcinoma,serous_carcinoma
2,106338636,106370908,large_intestine,carcinoma,adenocarcinoma
2,106338654,106380143,large_intestine,carcinoma,adenocarcinoma
2,106405953,106426606,large_intestine,carcinoma,adenocarcinoma
2,106617012,106628148,ovary,carcinoma,serous_carcinoma
2,106689630,106881800,pancreas,carcinoma,NS
2,106695096,106700313,pancreas,carcinoma,NS
2,106703994,106708909,urinary_tract,carcinoma,NS
2,106708847,106719762,kidney,carcinoma,clear_cell_renal_cell_carcinoma
2,106742177,106814898,ovary,carcinoma,serous_carcinoma
2,106888369,108427959,pancreas,carcinoma,NS
2,106983692,108872071,pancreas,carcinoma,NS
2,107167723,109301796,lung,carcinoma,adenocarcinoma
2,107186842,107884683,ovary,carcinoma,serous_carcinoma
2,107324349,109480050,pancreas,carcinoma,NS
2,107421536,107426237,kidney,carcinoma,clear_cell_renal_cell_carcinoma
2,107542107,109492445,pancreas,carcinoma,NS
2,107542107,108884042,pancreas,carcinoma,NS
2,107619941,107648312,pancreas,carcinoma,NS
2,107898194,108873722,ovary,carcinoma,serous_carcinoma
2,108374846,108382934,ovary,carcinoma,serous_carcinoma
2,108428017,109039318,pancreas,carcinoma,NS
2,108437881,108446072,pancreas,carcinoma,NS
2,108549097,108599710,pancreas,carcinoma,NS
2,108593468,108618540,pancreas,carcinoma,NS
2,108602145,108946860,pancreas,carcinoma,NS
2,108671330,108891945,pancreas,carcinoma,NS
2,108674693,108726219,endometrium,carcinoma,endometrioid_carcinoma
2,108682927,108850579,lung,carcinoma,adenocarcinoma
2,108725337,108740420,lung,carcinoma,adenocarcinoma
2,108840613,108852343,ovary,carcinoma,serous_carcinoma
2,108881733,108997262,pancreas,carcinoma,NS
2,108884790,115294661,pancreas,carcinoma,NS
2,108950832,109405421,pancreas,carcinoma,NS
2,109045009,109492907,pancreas,carcinoma,NS
2,109198530,115121512,ovary,carcinoma,serous_carcinoma
2,109307339,111935939,lung,carcinoma,adenocarcinoma
2,109401184,109411147,pancreas,carcinoma,NS
2,109406565,110367078,pancreas,carcinoma,NS
2,109491444,110863095,pancreas,carcinoma,NS
2,109494109,110320075,pancreas,carcinoma,NS
2,109494109,114125614,pancreas,carcinoma,NS
2,109501748,110057303,pancreas,carcinoma,NS
2,109526138,115018255,pancreas,carcinoma,NS
2,109588016,115294661,pancreas,carcinoma,NS
2,109740398,109766696,lung,carcinoma,squamous_cell_carcinoma
2,109767173,109837283,lung,carcinoma,squamous_cell_carcinoma
2,109773689,109966153,pancreas,carcinoma,NS
2,109804521,109810726,kidney,carcinoma,clear_cell_renal_cell_carcinoma
2,109839713,111677203,lung,carcinoma,squamous_cell_carcinoma
2,109932508,109937740,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,110268710,110349190,ovary,carcinoma,serous_carcinoma
2,110299264,110935867,pancreas,carcinoma,NS
2,110322816,110376288,pancreas,carcinoma,NS
2,110327638,110373938,pancreas,carcinoma,NS
2,110379879,115341833,pancreas,carcinoma,NS
2,110381572,113924738,pancreas,carcinoma,NS
2,110855548,110983681,ovary,carcinoma,serous_carcinoma
2,110863908,110935867,pancreas,carcinoma,NS
2,110863908,110929964,pancreas,carcinoma,NS
2,110863908,110924480,pancreas,carcinoma,NS
2,110873440,110929964,pancreas,carcinoma,NS
2,110879008,110929964,pancreas,carcinoma,NS
2,110900632,110929964,pancreas,carcinoma,NS
2,110937101,114439648,pancreas,carcinoma,NS
2,110974695,111423830,pancreas,carcinoma,NS
2,111425009,112902721,pancreas,carcinoma,NS
2,111540053,115210760,pancreas,carcinoma,NS
2,111717678,112056287,endometrium,carcinoma,endometrioid_carcinoma
2,111747776,111857825,ovary,carcinoma,serous_carcinoma
2,111936441,114404126,lung,carcinoma,adenocarcinoma
2,112498711,113542137,lung,carcinoma,adenocarcinoma
2,112889731,112920219,pancreas,carcinoma,NS
2,112892708,113245793,large_intestine,carcinoma,adenocarcinoma
2,112924973,113094793,pancreas,carcinoma,NS
2,112924973,113486079,pancreas,carcinoma,NS
2,113013806,113260805,large_intestine,carcinoma,adenocarcinoma
2,113219906,113260303,large_intestine,carcinoma,adenocarcinoma
2,113244252,113986881,ovary,carcinoma,serous_carcinoma
2,113456724,113456724,large_intestine,carcinoma,adenocarcinoma
2,113499249,115614036,lung,carcinoma,squamous_cell_carcinoma
2,113623901,114493260,endometrium,carcinoma,endometrioid_carcinoma
2,113675428,113766332,ovary,carcinoma,serous_carcinoma
2,113709004,120869889,ovary,carcinoma,serous_carcinoma
2,113714976,114453880,ovary,carcinoma,serous_carcinoma
2,113805118,113833839,ovary,carcinoma,serous_carcinoma
2,113822448,114120785,endometrium,carcinoma,endometrioid_carcinoma
2,113838608,113841515,kidney,carcinoma,clear_cell_renal_cell_carcinoma
2,113840014,114704596,lung,carcinoma,squamous_cell_carcinoma
2,113886142,114325089,endometrium,carcinoma,endometrioid_carcinoma
2,113887207,114327183,endometrium,carcinoma,endometrioid_carcinoma
2,113889006,113890586,pancreas,carcinoma,NS
2,113908086,117577139,lung,carcinoma,squamous_cell_carcinoma
2,113925061,114851190,pancreas,carcinoma,NS
2,113949375,114056455,lung,carcinoma,adenocarcinoma
2,113976543,114236536,ovary,carcinoma,serous_carcinoma
2,113986881,116382930,lung,carcinoma,adenocarcinoma
2,114120992,114504990,endometrium,carcinoma,endometrioid_carcinoma
2,114127434,116661734,pancreas,carcinoma,NS
2,114380821,114549795,large_intestine,carcinoma,adenocarcinoma
2,114404126,125614376,pancreas,carcinoma,NS
2,114406396,115201531,lung,carcinoma,adenocarcinoma
2,114444554,114523681,large_intestine,carcinoma,adenocarcinoma
2,114447184,118673663,pancreas,carcinoma,NS
2,114449003,114531962,endometrium,carcinoma,endometrioid_carcinoma
2,114453589,114742605,lung,carcinoma,squamous_cell_carcinoma
2,114454029,114756238,ovary,carcinoma,serous_carcinoma
2,114484912,114535669,endometrium,carcinoma,endometrioid_carcinoma
2,114489213,114517864,ovary,carcinoma,serous_carcinoma
2,114493221,114500334,lung,carcinoma,squamous_cell_carcinoma
2,114516494,114975464,ovary,carcinoma,serous_carcinoma
2,114536723,131768900,ovary,carcinoma,serous_carcinoma
2,114654748,116836255,lung,carcinoma,adenocarcinoma
2,114704001,115892335,NS,NS,NS
2,114705329,116677828,lung,carcinoma,squamous_cell_carcinoma
2,114745615,114803523,ovary,carcinoma,serous_carcinoma
2,114756316,114851190,ovary,carcinoma,serous_carcinoma
2,114803851,115435674,ovary,carcinoma,serous_carcinoma
2,114818119,115205022,pancreas,carcinoma,NS
2,114870510,114987326,pancreas,carcinoma,NS
2,114992849,117946193,pancreas,carcinoma,NS
2,114999941,117932237,pancreas,carcinoma,NS
2,115010770,115683311,ovary,carcinoma,serous_carcinoma
2,115025412,117931948,pancreas,carcinoma,NS
2,115063581,117932237,pancreas,carcinoma,NS
2,115109616,117932237,pancreas,carcinoma,NS
2,115178066,115676831,ovary,carcinoma,serous_carcinoma
2,115192890,118318134,pancreas,carcinoma,NS
2,115211448,129873561,pancreas,carcinoma,NS
2,115232833,117932237,pancreas,carcinoma,NS
2,115298931,117970319,pancreas,carcinoma,NS
2,115298931,117932237,pancreas,carcinoma,NS
2,115345516,117928308,pancreas,carcinoma,NS
2,115443075,115674235,ovary,carcinoma,serous_carcinoma
2,115627690,115653251,pancreas,carcinoma,NS
2,115677500,115823715,ovary,carcinoma,serous_carcinoma
2,115683514,116610661,ovary,carcinoma,serous_carcinoma
2,115756457,116373937,pancreas,carcinoma,NS
2,115881852,116398183,pancreas,carcinoma,NS
2,116384784,126599395,lung,carcinoma,adenocarcinoma
2,116415803,117034216,pancreas,carcinoma,NS
2,116497319,117074878,pancreas,carcinoma,NS
2,116662244,116669739,pancreas,carcinoma,NS
2,116673208,119628722,pancreas,carcinoma,NS
2,117099318,117149438,large_intestine,carcinoma,adenocarcinoma
2,117258241,117264322,lung,carcinoma,squamous_cell_carcinoma
2,117407288,117664241,pancreas,carcinoma,NS
2,117690590,117700980,lung,carcinoma,adenocarcinoma
2,117695131,117698715,ovary,carcinoma,serous_carcinoma
2,117719892,117731137,breast,carcinoma,NS
2,117721773,117723231,large_intestine,carcinoma,adenocarcinoma
2,117722124,117725950,ovary,carcinoma,serous_carcinoma
2,117848641,117932237,pancreas,carcinoma,NS
2,117928349,120504268,pancreas,carcinoma,NS
2,117932237,122777669,pancreas,carcinoma,NS
2,117936933,121178252,pancreas,carcinoma,NS
2,117936933,118364722,pancreas,carcinoma,NS
2,117951931,119592977,pancreas,carcinoma,NS
2,117970322,123285029,pancreas,carcinoma,NS
2,118126788,118148428,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,118132313,118152235,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,118147994,118153505,ovary,carcinoma,serous_carcinoma
2,118155054,118186210,urinary_tract,carcinoma,NS
2,118162561,118186355,breast,carcinoma,NS
2,118168045,118192342,urinary_tract,carcinoma,NS
2,118355187,118361086,large_intestine,carcinoma,adenocarcinoma
2,118396111,118397837,kidney,carcinoma,clear_cell_renal_cell_carcinoma
2,118673738,138050346,pancreas,carcinoma,NS
2,118690820,119424912,lung,carcinoma,squamous_cell_carcinoma
2,119236496,119373090,ovary,carcinoma,serous_carcinoma
2,119426352,119772715,lung,carcinoma,squamous_cell_carcinoma
2,119598854,122144033,pancreas,carcinoma,NS
2,119628966,120243878,pancreas,carcinoma,NS
2,119726467,121244809,lung,carcinoma,adenocarcinoma
2,119773204,120229638,lung,carcinoma,squamous_cell_carcinoma
2,119820196,119859811,ovary,carcinoma,serous_carcinoma
2,119939305,120031183,NS,NS,NS
2,120231303,121632505,lung,carcinoma,squamous_cell_carcinoma
2,120244580,121080622,pancreas,carcinoma,NS
2,120261813,120366093,ovary,carcinoma,serous_carcinoma
2,120273497,125102573,lung,carcinoma,adenocarcinoma
2,120345917,120894452,lung,carcinoma,squamous_cell_carcinoma
2,120507425,120833583,pancreas,carcinoma,NS
2,120538837,121080622,pancreas,carcinoma,NS
2,120662105,120822392,ovary,carcinoma,serous_carcinoma
2,120729228,120884903,lung,carcinoma,squamous_cell_carcinoma
2,120734635,120903590,pancreas,carcinoma,NS
2,120807032,122590318,lung,carcinoma,squamous_cell_carcinoma
2,120844560,121080622,pancreas,carcinoma,NS
2,120870129,121197083,ovary,carcinoma,serous_carcinoma
2,121049166,122319673,ovary,carcinoma,serous_carcinoma
2,121081260,121479814,pancreas,carcinoma,NS
2,121081260,122007378,pancreas,carcinoma,NS
2,121124467,121431476,NS,NS,NS
2,121184220,121996388,pancreas,carcinoma,NS
2,121238224,121247024,large_intestine,carcinoma,adenocarcinoma
2,121244947,121434361,lung,carcinoma,adenocarcinoma
2,121382253,124360570,ovary,carcinoma,serous_carcinoma
2,121432593,123704028,NS,NS,NS
2,121481056,121513993,pancreas,carcinoma,NS
2,121515183,122014536,pancreas,carcinoma,NS
2,121515183,122003073,pancreas,carcinoma,NS
2,121617257,121725867,large_intestine,carcinoma,adenocarcinoma
2,121692810,123840568,breast,carcinoma,NS
2,121726685,121769609,large_intestine,carcinoma,adenocarcinoma
2,121726685,121764215,large_intestine,carcinoma,adenocarcinoma
2,121729970,121769609,large_intestine,carcinoma,adenocarcinoma
2,121729970,121768839,large_intestine,carcinoma,adenocarcinoma
2,121795010,121812899,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,121802396,121811353,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,121802396,121830958,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,121892888,121917334,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,121892888,121906570,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,121892888,121906570,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,121897174,121909784,large_intestine,carcinoma,adenocarcinoma
2,121968032,123338934,lung,carcinoma,adenocarcinoma
2,121996932,123186585,pancreas,carcinoma,NS
2,122003356,122566122,pancreas,carcinoma,NS
2,122005928,122566122,pancreas,carcinoma,NS
2,122007559,127614010,pancreas,carcinoma,NS
2,122016412,122566122,pancreas,carcinoma,NS
2,122145157,123595281,pancreas,carcinoma,NS
2,122212519,122591071,pancreas,carcinoma,NS
2,122258891,122399096,ovary,carcinoma,serous_carcinoma
2,122322195,123645048,ovary,carcinoma,serous_carcinoma
2,122377534,124773436,ovary,carcinoma,serous_carcinoma
2,122566303,122884720,pancreas,carcinoma,NS
2,122594155,132171917,pancreas,carcinoma,NS
2,122599665,122958638,haematopoietic_and_lymphoid_tissue,haematopoietic_neoplasm,acute_myeloid_leukaemia
2,122867755,123524663,pancreas,carcinoma,NS
2,122894345,123594340,pancreas,carcinoma,NS
2,122918215,123126062,pancreas,carcinoma,NS
2,122951221,122952871,kidney,carcinoma,clear_cell_renal_cell_carcinoma
2,123002517,123171791,pancreas,carcinoma,NS
2,123166225,123742974,pancreas,carcinoma,NS
2,123192216,126109185,pancreas,carcinoma,NS
2,123192216,127197106,pancreas,carcinoma,NS
2,123192216,127131081,pancreas,carcinoma,NS
2,123234578,127126224,pancreas,carcinoma,NS
2,123287737,127126224,pancreas,carcinoma,NS
2,123503517,123526105,kidney,carcinoma,clear_cell_renal_cell_carcinoma
2,123521953,123694920,pancreas,carcinoma,NS
2,123524253,123809708,pancreas,carcinoma,NS
2,123525820,127126224,pancreas,carcinoma,NS
2,123549258,123628854,endometrium,carcinoma,endometrioid_carcinoma
2,123595281,124799787,pancreas,carcinoma,NS
2,123598445,124346733,pancreas,carcinoma,NS
2,123636499,126807931,pancreas,carcinoma,NS
2,123697845,124336412,pancreas,carcinoma,NS
2,123840745,125660770,breast,carcinoma,NS
2,124055966,124081650,lung,carcinoma,squamous_cell_carcinoma
2,124060751,124086347,large_intestine,carcinoma,adenocarcinoma
2,124064076,124081901,breast,carcinoma,NS
2,124235774,124526410,pancreas,carcinoma,NS
2,124346733,127133165,pancreas,carcinoma,NS
2,124356455,126966164,pancreas,carcinoma,NS
2,124497750,124814804,lung,carcinoma,squamous_cell_carcinoma
2,124775660,124803370,lung,carcinoma,adenocarcinoma
